product_id,category,color1,color2,color3,color4,color5
6620,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Misty Rose,Lavender,Peachpuff
6621,Sandal|Sneaker|Ankle boot,Light Pink,Pink,Burly Wood,Tan,Light Salmon
6622,Sandal|Sneaker|Ankle boot,Dark Salmon,Rosy Brown,Light Coral,Salmon,Light Salmon
6623,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Dark Gray,Light Slate Gray,Slate Gray
6624,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
6625,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6626,Sandal|Sneaker|Ankle boot,Dark Gray,Tan,Rosy Brown,Silver,Burly Wood
6627,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Dark Salmon,Light Slate Gray,Light Coral
6628,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
6629,Sandal|Sneaker|Ankle boot,Dark Salmon,Rosy Brown,Light Coral,Tan,Dark Gray
6630,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6631,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
6632,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6633,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Dim Gray,Light Slate Gray,Rosy Brown
6634,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6635,Sandal|Sneaker|Ankle boot,Dim Gray,Slate Gray,Gray,Light Slate Gray,Teal
6636,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6637,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Lightsteel Blue,Burly Wood
6638,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6639,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6640,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Burly Wood,Rosy Brown
6641,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6642,Sandal|Sneaker|Ankle boot,Tan,Silver,Burly Wood,Dark Gray,Thistle
6643,Sandal|Sneaker|Ankle boot,Light Pink,Pink,Burly Wood,Tan,Light Salmon
6644,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Dim Gray,Light Slate Gray,Steel Blue
6645,Sandal|Sneaker|Ankle boot,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
6646,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6647,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6648,Sandal|Sneaker|Ankle boot,Gainsboro,Misty Rose,Lavender,Linen,Antique White
6649,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Gainsboro,Thistle,Lightsteel Blue
6650,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6651,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6652,Sandal|Sneaker|Ankle boot,Gray,Cadet Blue,Light Slate Gray,Slate Gray,Dark Cyan
6653,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6654,Sandal|Sneaker|Ankle boot,Lavender,White Smoke,Gainsboro,Alice Blue,Lavender Blush
6655,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Thistle,Tan,Lightsteel Blue
6656,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
6657,Sandal|Sneaker|Ankle boot,Burly Wood,Tan,Dark Salmon,Light Salmon,Sandy Brown
6658,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6659,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6660,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Lightsteel Blue,Thistle,Light Blue
6661,Sandal|Sneaker|Ankle boot,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Cadet Blue
6662,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6663,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Gainsboro,Thistle,Light Blue
6664,Sandal|Sneaker|Ankle boot,Tan,Burly Wood,Dark Salmon,Dark Khaki,Rosy Brown
6665,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Peru,Dark Gray,Dark Salmon
6666,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Dim Gray
6667,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Powder Blue,Light Blue,Silver
6668,Sandal|Sneaker|Ankle boot,Silver,Dark Gray,Tan,Burly Wood,Thistle
6669,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Dim Gray
6670,Sandal|Sneaker|Ankle boot,Light Slate Gray,Rosy Brown,Dark Gray,Gray,Cadet Blue
6671,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Salmon,Light Coral,Peru,Salmon
6672,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Dark Khaki,Burly Wood,Sandy Brown
6673,Sandal|Sneaker|Ankle boot,Rosy Brown,Peru,Dark Salmon,Indian Red,Light Coral
6674,Sandal|Sneaker|Ankle boot,Tan,Rosy Brown,Dark Salmon,Dark Gray,Burly Wood
6675,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6676,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6677,Sandal|Sneaker|Ankle boot,Silver,Thistle,Light Gray,Lightsteel Blue,Light Blue
6678,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Tan,Silver,Burly Wood
6679,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Gainsboro,Thistle,Light Blue
6680,Sandal|Sneaker|Ankle boot,Gray,Dim Gray,Slate Gray,Sienna,Indian Red
6681,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Silver,Thistle,Light Blue
6682,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Tan,Light Gray
6683,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Silver
6684,Sandal|Sneaker|Ankle boot,Tan,Dark Gray,Burly Wood,Dark Khaki,Dark Sea Green
6685,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Dark Gray,Light Slate Gray,Slate Gray
6686,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Rosy Brown,Slate Gray,Cadet Blue
6687,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6688,Sandal|Sneaker|Ankle boot,Dark Gray,Cadet Blue,Rosy Brown,Light Slate Gray,Silver
6689,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
6690,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Powder Blue,Light Blue,Lavender
6691,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Slate Gray,Cadet Blue,Rosy Brown
6692,Sandal|Sneaker|Ankle boot,Silver,Thistle,Light Gray,Lightsteel Blue,Light Blue
6693,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
6694,Sandal|Sneaker|Ankle boot,Dim Gray,Gray,Slate Gray,Sienna,Light Slate Gray
6695,Sandal|Sneaker|Ankle boot,Silver,Lightsteel Blue,Thistle,Dark Gray,Light Gray
6696,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Peachpuff,Misty Rose,Bisque
6697,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6698,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Burly Wood,Rosy Brown
6699,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6700,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6701,Sandal|Sneaker|Ankle boot,Pink,Light Pink,Thistle,Light Gray,Gainsboro
6702,Sandal|Sneaker|Ankle boot,Rosy Brown,Light Coral,Pale Violet Red,Dark Salmon,Dark Gray
6703,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6704,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Peru,Dark Gray,Dark Salmon
6705,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Rosy Brown,Slate Gray,Dim Gray
6706,Sandal|Sneaker|Ankle boot,Light Coral,Salmon,Dark Salmon,Light Salmon,Coral
6707,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6708,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Rosy Brown
6709,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Slate Gray,Cadet Blue,Rosy Brown
6710,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6711,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6712,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6713,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6714,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6715,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Lavender,Powder Blue,Light Blue
6716,Sandal|Sneaker|Ankle boot,Silver,Lightsteel Blue,Thistle,Light Gray,Dark Gray
6717,Sandal|Sneaker|Ankle boot,Light Gray,Peachpuff,Wheat,Burly Wood,Gainsboro
6718,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Thistle,Gainsboro,Lightsteel Blue
6719,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Rosy Brown,Thistle
6720,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Rosy Brown,Thistle
6721,Sandal|Sneaker|Ankle boot,Silver,Tan,Thistle,Light Gray,Dark Gray
6722,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
6723,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Rosy Brown,Thistle
6724,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6725,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Rosy Brown,Tan,Lightsteel Blue
6726,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6727,Sandal|Sneaker|Ankle boot,Thistle,Light Pink,Plum,Pink,Silver
6728,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6729,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6730,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Burly Wood,Rosy Brown
6731,Sandal|Sneaker|Ankle boot,Burly Wood,Tan,Wheat,Peachpuff,Navajo White
6732,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Tan,Dark Salmon,Gray
6733,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Pink,Gainsboro
6734,Sandal|Sneaker|Ankle boot,Gainsboro,Misty Rose,Lavender,Linen,Antique White
6735,Sandal|Sneaker|Ankle boot,Slate Gray,Gray,Light Slate Gray,Dim Gray,Steel Blue
6736,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Thistle,Rosy Brown
6737,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Rosy Brown,Slate Gray,Cadet Blue
6738,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6739,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6740,Sandal|Sneaker|Ankle boot,Gray,Rosy Brown,Dim Gray,Light Slate Gray,Slate Gray
6741,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
6742,Sandal|Sneaker|Ankle boot,Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Dark Gray
6743,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Thistle,Lightsteel Blue
6744,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Silver
6745,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Misty Rose,Lavender,Antique White
6746,Sandal|Sneaker|Ankle boot,Peru,Dark Salmon,Rosy Brown,Light Coral,Salmon
6747,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Tan,Silver
6748,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6749,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6750,Sandal|Sneaker|Ankle boot,Misty Rose,Antique White,Linen,Gainsboro,White Smoke
6751,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
6752,Sandal|Sneaker|Ankle boot,Pink,Light Pink,Thistle,Light Gray,Silver
6753,Sandal|Sneaker|Ankle boot,Gainsboro,Lavender,Misty Rose,Light Gray,Antique White
6754,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Peru,Dark Salmon,Light Slate Gray
6755,Sandal|Sneaker|Ankle boot,Dim Gray,Sienna,Gray,Indian Red,Slate Gray
6756,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6757,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
6758,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Dark Salmon,Peru,Dark Gray
6759,Sandal|Sneaker|Ankle boot,Gainsboro,Misty Rose,Light Gray,Antique White,Linen
6760,Sandal|Sneaker|Ankle boot,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Cadet Blue
6761,Sandal|Sneaker|Ankle boot,Gray,Dim Gray,Slate Gray,Light Slate Gray,Rosy Brown
6762,Sandal|Sneaker|Ankle boot,Light Gray,Peachpuff,Gainsboro,Wheat,Pink
6763,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6764,Sandal|Sneaker|Ankle boot,White Smoke,Linen,Lavender Blush,Misty Rose,Seashell
6765,Sandal|Sneaker|Ankle boot,Dark Salmon,Rosy Brown,Light Coral,Salmon,Light Salmon
6766,Sandal|Sneaker|Ankle boot,Silver,Lightsteel Blue,Light Blue,Light Gray,Thistle
6767,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6768,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Light Blue,Powder Blue,Lavender
6769,Sandal|Sneaker|Ankle boot,Misty Rose,Antique White,Linen,Gainsboro,White Smoke
6770,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6771,Sandal|Sneaker|Ankle boot,Dim Gray,Gray,Slate Gray,Sienna,Light Slate Gray
6772,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Tan,Dark Sea Green,Dark Salmon
6773,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Powder Blue,Light Blue,Silver
6774,Sandal|Sneaker|Ankle boot,Dim Gray,Slate Gray,Gray,Light Slate Gray,Teal
6775,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
6776,Sandal|Sneaker|Ankle boot,Indian Red,Crimson,Pale Violet Red,Sienna,Firebrick
6777,Sandal|Sneaker|Ankle boot,Tan,Dark Gray,Silver,Burly Wood,Dark Salmon
6778,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
6779,Sandal|Sneaker|Ankle boot,Silver,Thistle,Light Gray,Lightsteel Blue,Pink
6780,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6781,Sandal|Sneaker|Ankle boot,Light Gray,Peachpuff,Wheat,Burly Wood,Gainsboro
6782,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
6783,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Misty Rose,Lavender,Antique White
6784,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Cadet Blue,Gray,Light Slate Gray
6785,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6786,Sandal|Sneaker|Ankle boot,Thistle,Silver,Lightsteel Blue,Pink,Light Pink
6787,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Burly Wood,Rosy Brown
6788,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Dark Gray
6789,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Powder Blue,Light Blue,Lavender
6790,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
6791,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Burly Wood,Thistle
6792,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Dark Salmon,Tan,Gray
6793,Sandal|Sneaker|Ankle boot,Light Slate Gray,Rosy Brown,Dark Gray,Gray,Slate Gray
6794,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Thistle,Gainsboro,Lightsteel Blue
6795,Sandal|Sneaker|Ankle boot,Gainsboro,Misty Rose,Lavender,Antique White,Linen
6796,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Dark Gray,Light Slate Gray,Dark Salmon
6797,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Tan,Gray,Light Slate Gray
6798,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Peachpuff,Misty Rose,Pink
6799,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Burly Wood,Rosy Brown
6800,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Burly Wood,Rosy Brown
6801,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6802,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Silver,Tan,Thistle
6803,Sandal|Sneaker|Ankle boot,Gray,Dim Gray,Slate Gray,Sienna,Light Slate Gray
6804,Sandal|Sneaker|Ankle boot,Tan,Silver,Burly Wood,Dark Gray,Thistle
6805,Sandal|Sneaker|Ankle boot,Rosy Brown,Peru,Gray,Dark Salmon,Light Slate Gray
6806,Sandal|Sneaker|Ankle boot,Dim Gray,Gray,Slate Gray,Light Slate Gray,Darkolive Green
6807,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Silver
6808,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
6809,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
6810,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6811,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Powder Blue,Light Blue,Lavender
6812,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Thistle,Tan,Lightsteel Blue
6813,Sandal|Sneaker|Ankle boot,Gainsboro,Misty Rose,Antique White,Linen,Lavender
6814,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6815,Sandal|Sneaker|Ankle boot,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
6816,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Thistle,Lightsteel Blue,Light Blue
6817,Sandal|Sneaker|Ankle boot,Silver,Thistle,Light Gray,Pink,Lightsteel Blue
6818,Sandal|Sneaker|Ankle boot,Pink,Light Pink,Thistle,Light Gray,Gainsboro
6819,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Dark Gray,Rosy Brown
6820,Sandal|Sneaker|Ankle boot,Light Pink,Pink,Burly Wood,Tan,Light Salmon
6821,Sandal|Sneaker|Ankle boot,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
6822,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6823,Sandal|Sneaker|Ankle boot,Dark Salmon,Rosy Brown,Tan,Light Pink,Dark Gray
6824,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Salmon,Dark Gray,Light Coral,Tan
6825,Sandal|Sneaker|Ankle boot,Dark Salmon,Rosy Brown,Light Coral,Tan,Dark Gray
6826,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6827,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Salmon,Dark Gray,Peru,Tan
6828,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
6829,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Tan,Rosy Brown,Thistle
6830,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Rosy Brown
6831,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
6832,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Peachpuff,Misty Rose,Pink
6833,Sandal|Sneaker|Ankle boot,Silver,Dark Gray,Thistle,Lightsteel Blue,Tan
6834,Sandal|Sneaker|Ankle boot,Dark Salmon,Rosy Brown,Tan,Dark Gray,Light Coral
6835,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6836,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Rosy Brown,Thistle
6837,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
6838,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Tan,Dark Salmon,Burly Wood
6839,Sandal|Sneaker|Ankle boot,Pink,Light Pink,Thistle,Light Gray,Silver
6840,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6841,Sandal|Sneaker|Ankle boot,Light Slate Gray,Gray,Slate Gray,Cadet Blue,Rosy Brown
6842,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Misty Rose,Antique White,Peachpuff
6843,Sandal|Sneaker|Ankle boot,Gainsboro,Lavender,Misty Rose,Linen,White Smoke
6844,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Light Salmon,Sandy Brown
6845,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Thistle,Rosy Brown
6846,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
6847,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6848,Sandal|Sneaker|Ankle boot,Lavender,White Smoke,Gainsboro,Alice Blue,Lavender Blush
6849,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
6850,Sandal|Sneaker|Ankle boot,Dark Gray,Tan,Dark Sea Green,Silver,Dark Khaki
6851,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Tan,Thistle,Lightsteel Blue
6852,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Rosy Brown,Tan
6853,Sandal|Sneaker|Ankle boot,Dark Gray,Silver,Lightsteel Blue,Rosy Brown,Thistle
6854,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Dark Gray,Light Gray
6855,Sandal|Sneaker|Ankle boot,Gray,Rosy Brown,Indian Red,Dim Gray,Sienna
6856,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6857,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Dim Gray,Light Slate Gray,Steel Blue
6858,Sandal|Sneaker|Ankle boot,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
6859,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Misty Rose,Lavender,Powder Blue
6860,Sandal|Sneaker|Ankle boot,Gainsboro,Light Gray,Misty Rose,Lavender,Peachpuff
6861,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Salmon,Dark Gray,Peru,Tan
6862,Sandal|Sneaker|Ankle boot,Rosy Brown,Gray,Peru,Dark Gray,Dark Salmon
6863,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Silver
6864,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Misty Rose,Peachpuff,Pink
6865,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Silver
6866,Sandal|Sneaker|Ankle boot,Silver,Light Gray,Thistle,Tan,Gainsboro
6867,Sandal|Sneaker|Ankle boot,Dark Khaki,Tan,Burly Wood,Dark Sea Green,Dark Gray
6868,Sandal|Sneaker|Ankle boot,Light Gray,Gainsboro,Silver,Peachpuff,Wheat
6869,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Dark Cyan
6870,Sandal|Sneaker|Ankle boot,Gainsboro,Lavender,Misty Rose,Light Gray,Linen
6871,Sandal|Sneaker|Ankle boot,Silver,Thistle,Light Gray,Pink,Light Pink
6872,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
6873,Sandal|Sneaker|Ankle boot,Dim Gray,Slate Gray,Gray,Light Slate Gray,Teal
6874,Sandal|Sneaker|Ankle boot,Gray,Slate Gray,Light Slate Gray,Dim Gray,Rosy Brown
6875,Sandal|Sneaker|Ankle boot,Dark Gray,Tan,Rosy Brown,Silver,Dark Sea Green
6876,Sandal|Sneaker|Ankle boot,Dark Gray,Rosy Brown,Cadet Blue,Tan,Silver
6877,Sandal|Sneaker|Ankle boot,Silver,Thistle,Lightsteel Blue,Light Gray,Light Blue
6878,Sandal|Sneaker|Ankle boot,Dark Salmon,Rosy Brown,Tan,Dark Gray,Light Coral
6879,Sandal|Sneaker|Ankle boot,Tan,Dark Salmon,Burly Wood,Rosy Brown,Dark Khaki
6880,Sandal|Sneaker|Ankle boot,Light Pink,Pink,Burly Wood,Tan,Light Salmon
6881,Sandal|Sneaker|Ankle boot,Rosy Brown,Dark Gray,Light Slate Gray,Cadet Blue,Gray
6882,Sandal|Sneaker|Ankle boot,Silver,Thistle,Light Gray,Lightsteel Blue,Light Blue
